subject_id,subject,kind,status,group,capability_id,capability,binding,interop,interop_reason,level,confidence,note,sources
v3c,"MPEG-I Visual Volumetric Video-based Coding (V3C, V-PCC and MIV)",standard,ratified,World sensing,sense.hit-test,Hit test against the real world,protocol,should,"A disagreement about sensing hit results makes placement and interaction worse, while manual placement can keep the experience usable.",out-of-scope,verified,"The subject reviewed here is scoped as follows: V3C and MIV specify volumetric visual bitstreams and decoding, leaving capture and rendering methods outside the coding standard. This row requires asking a sensing runtime for ray intersections with its estimate of physical surroundings and receiving hit poses. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://www.mpeg.org/wp-content/uploads/mpeg_meetings/153_OnLine/w25996.zip
v3c,"MPEG-I Visual Volumetric Video-based Coding (V3C, V-PCC and MIV)",standard,ratified,World sensing,sense.privacy,Privacy terms on sensed data,protocol,should,"Without shared sensed-data disclosure terms, content, avatars, travellers and agents can still operate but may expose more data than intended.",out-of-scope,verified,"The subject reviewed here is scoped as follows: V3C and MIV specify volumetric visual bitstreams and decoding, leaving capture and rendering methods outside the coding standard. This row requires sensed-data disclosure controls such as spatial coarsening, payload use/retention declarations, and restricted or pseudonymous pose publication. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://www.mpeg.org/wp-content/uploads/mpeg_meetings/153_OnLine/w25996.zip
v3c,"MPEG-I Visual Volumetric Video-based Coding (V3C, V-PCC and MIV)",standard,ratified,Input & devices,input.event-device,Musical event-device input,protocol,should,"Without an agreed musical-event interface, an arriving performance or interactive experience loses instrument input while other interaction paths remain.",out-of-scope,verified,"The subject reviewed here is scoped as follows: V3C and MIV specify volumetric visual bitstreams and decoding, leaving capture and rendering methods outside the coding standard. This row requires receiving typed musical instrument events with channel, note or control identifiers and values through a documented device or recorded-event input interface. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://www.mpeg.org/wp-content/uploads/mpeg_meetings/153_OnLine/w25996.zip
v3c,"MPEG-I Visual Volumetric Video-based Coding (V3C, V-PCC and MIV)",standard,ratified,Generation & capture,capture.radiance-training,Radiance-field reconstruction,format,none,"The fitting method stays inside the capture tool, while the resulting field crosses through the separate representation and format capabilities.",out-of-scope,verified,"The subject reviewed here is scoped as follows: V3C and MIV specify volumetric visual bitstreams and decoding, leaving capture and rendering methods outside the coding standard. This row requires reconstructing a radiance field or Gaussian representation from observed images and camera information, including optimization controls and a trained scene usable for subsequent view synthesis. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://www.mpeg.org/wp-content/uploads/mpeg_meetings/153_OnLine/w25996.zip
v3c,"MPEG-I Visual Volumetric Video-based Coding (V3C, V-PCC and MIV)",standard,ratified,Generation & capture,capture.objectgen,Generation of individual 3D objects,format,none,"The generation method stays inside one tool, while its placeable output travels through the ordinary asset and representation capabilities.",out-of-scope,verified,"The subject reviewed here is scoped as follows: V3C and MIV specify volumetric visual bitstreams and decoding, leaving capture and rendering methods outside the coding standard. This row requires producing an individual three-dimensional object from a text or image prompt, with geometry or another renderable representation available for placement in a separately authored scene. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://www.mpeg.org/wp-content/uploads/mpeg_meetings/153_OnLine/w25996.zip
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Rendering & presentation,render.lod,Level of detail and streaming order,protocol,should,"Without an agreed order for what to send first, a large scene still arrives, it just pops and stalls on the way in.",native,verified,"Each tile carries an error measured in metres, and a rule saying whether children replace the parent or add to it. That pair is what lets a client decide what to draw and what to fetch next.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Rendering & presentation,render.splat,Gaussian splatting and radiance fields,format,should,"Only content captured as splats is affected: a system that cannot draw them shows nothing of it, while mesh content is untouched.",none,verified,"The published version does not mention splats or radiance fields anywhere. The specification's own repository lists gaussian splatting as a feature of a next version that is in development and not published, and that version is built on a newer version of the common asset format that is itself not ratified.",https://github.com/CesiumGS/3d-tiles/blob/main/next/2.0/README.md | https://github.com/CesiumGS/3d-tiles/blob/main/README.md
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Rendering & presentation,render.volumetric,Volumetric and point cloud,format,should,"The same holds for point clouds and volumetric video, which travel in forms few systems read.",native,verified,"Point clouds are a named content type in the scope, and the styling language can size individual points and read their position, colour and normal. The dedicated point cloud tile format is deprecated in this version in favour of point primitives in the common asset format. Voxels are not here; they are listed as a feature of the in-development next version.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Scene & assets,scene.container,Asset container format,format,must,"The file is the boundary: if the second system cannot open it, nothing else on this list matters.",partial,verified,"It defines the container for the tree, not for the model. Since this version the model payload is simply the common asset format, and the four original tile formats are deprecated and may be removed. The missing half is a real interoperability cost: an implementation must apply an up-axis correction to every tile, which the specification spells out as a step in the transform chain.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Scene & assets,scene.instancing,Instancing,format,should,"A scene without agreed instancing still loads, it just costs far more memory and frames.",via-extension,verified,"Repeated objects such as trees and signs are now carried by a ratified extension of the common asset format rather than by this standard's own instanced tile format, which is deprecated.",https://docs.ogc.org/cs/22-025r4/22-025r4.html | https://github.com/KhronosGroup/glTF/blob/main/extensions/2.0/Vendor/EXT_mesh_gpu_instancing/README.md
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Scene & assets,scene.compose,Scene composition and overrides,format,should,"Layered references are a working convenience, and flattening on export is the fallback that keeps the asset moving.",partial,verified,"A tile's content may be another tileset, so datasets nest, and one tile may hold several contents that can be grouped and given metadata. What is missing is override: nothing lets one source change a value inside another, and there is no layering with a strength order.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Scene & assets,scene.units,Units and scale,format,must,"A metre read as a centimetre makes the asset useless on arrival, and rescaling by hand is the fix the use case forbids.",native,verified,"Fixed at metres, with no way for a tileset to declare anything else. This matches the common asset format and removes one class of scale error.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Physics & simulation,physics.rigid,Rigid bodies,format,should,Mass and velocity carried across make a moved object behave nearly the same; their absence changes the behaviour without stopping it.,out-of-scope,verified,A delivery structure for geographic data. It never describes how anything moves.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Audio,audio.spatial,Spatialization model,format,none,"How direction is turned into sound at the ears is the receiving system's method, like a rendering method.",out-of-scope,verified,Nothing about sound. The scope is renderable geometry and its metadata.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Networking & session,net.replication,State replication,protocol,must,"A client or agent that cannot read the destination's state stream arrives blind, which ends both use cases on the spot.",out-of-scope,verified,"A one-way stream from a server to a viewer. There are no sessions, no participants and no shared state; a time-varying form of tiles is listed as future work in the in-development next version.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Spatial & geospatial,geo.pose,Geospatial pose,format,must,"Content pinned to the Earth must land in the same place in the other system, and a pose that cannot be read puts it somewhere else.",partial,verified,"A tile carries a four-by-four transform to its parent's frame and the root sits in an Earth-fixed frame, so position and orientation against the Earth are expressible. What is missing is a shared record: this is a matrix in a tileset file, not a portable pose, and the specification never once mentions the pose standard published by the same consortium. Two standards from one body with no link between them is the kind of thing a working group can fix.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Spatial & geospatial,geo.crs,Coordinate reference systems,format,must,"A frame disagreement is measured in metres or kilometres, not in taste.",native,verified,"Right-handed with the vertical axis up for local frames, usually an Earth-centred Earth-fixed frame at the root, and the frame may be named explicitly through a metadata property carrying a geodetic dataset identifier. Note the up axis differs from the common asset format's.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Spatial & geospatial,geo.tiles,Tiled terrain and city streaming,protocol,must,"City-scale data is streamed by tile, and a tileset the receiving client cannot stream has to be converted before it is usable.",native,verified,"This is the whole point of the standard, and it says so in its own abstract.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Spatial & geospatial,geo.indoor,Indoor mapping,format,should,"A structured description of an interior makes placement and routing better; without one both are cruder, and nothing reaches this row today.",out-of-scope,verified,"Building models are named as content it can carry, but it never describes the inside of a building: no rooms, no doors, no connections between spaces. That belongs to the indoor and building information standards.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Logic & behaviour,logic.script,Scripting runtime,format,none,The language a world writes its rules in is its own business and never has to cross.,partial,verified,"There is a real expression language, but only for appearance: it decides whether a feature is shown, what colour it is and how big a point is drawn. It cannot change state, move anything or respond to input, and comments are not supported.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Logic & behaviour,logic.sandbox,Sandboxing and isolation,format,should,A host can sandbox guest content on its own; agreement only makes the limits predictable for the guest.,none,verified,"A standard whose whole job is fetching content from remote servers and evaluating expressions in it states outright that no security considerations have been made. Quote that sentence rather than paraphrasing it; it is short, it is in the published text, and it will be checked.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Packaging & delivery,deliver.cdn,Content delivery,protocol,should,"Assets reach clients over ordinary web delivery, so agreement here buys scale and cost rather than possibility.",partial,verified,"Implicit tiling lets a client work out a tile's address by arithmetic from a template rather than reading a manifest, which is what makes planet-scale datasets fetchable at all. What is missing is everything about delivery itself: no caching rules, no compression negotiation, no failure or retry behaviour.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Packaging & delivery,deliver.version,Versioning and update,format,must,"A reader that cannot tell which version it holds, or what to do with the parts it does not know, breaks on the first update, which is the ""no hand fixes"" test again.",native,verified,"Every tileset must state the version it targets, and that version fixes both the schema and the permitted tile formats. A second optional field lets a publisher version their own data separately, which is used to defeat caches.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Packaging & delivery,deliver.conformance,Conformance testing,format,must,"Every other must row is a claim until a shared test says it holds, which is exactly what the meeting asked for.",partial,verified,"There is a conformance clause, and it is unusually candid about its own limits: conformance is measured against one annex of objects and properties, and the machine-readable schema covers only part of that. There are no conformance classes and no test suite in the document.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.worldgen,World generation from a prompt or an image,format,should,"A generated place that arrives only as frames to watch still reaches the viewer, but as a recording rather than a world the receiver can open and use.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and making a whole three-dimensional place from a description or a picture is not an act it performs or specifies.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.sim-learned,Simulation from a learned model,protocol,should,"A world continued by a model still reaches a viewer, but only as what the model chooses to show, so the receiver cannot keep it or run it again.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it never continues a world under a viewer's actions from a learned model; there is no such model here.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.photogrammetry,Photogrammetric object capture,format,none,"How a system turns photographs into a model is its own method, and what leaves is an ordinary asset the container and geometry rows already carry.",out-of-scope,verified,"Photogrammetry is named in the scope as a thing this standard delivers, not a thing it performs. It takes the model a photogrammetry pipeline already produced and tiles it; nothing here turns photographs into geometry.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.splat-format,Splat data interchange format,format,must,"Captured content is first-class, so this row is what geometry encoding is for a mesh: splat content in a named format the receiving tool cannot read does not arrive at all, and re-exporting it is the hand fix the use case forbids.",none,verified,"The published version does not mention splats or radiance fields anywhere. The specification's own repository lists Gaussian splatting as a feature of a next version that is in development and unpublished, built on a glTF edition that is itself not final.",https://github.com/CesiumGS/3d-tiles/blob/main/next/2.0/README.md
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.stream,Captured-scene streaming,protocol,should,"Without an agreed order for what arrives first, a large capture still loads, it just makes the viewer wait for the whole of it.",native,verified,"This is the row 3D Tiles owns. Photogrammetry and point clouds are named in its own statement of what it is for; a tile carries a geometric error in metres and a refinement rule saying whether children replace the parent or add to it, which is exactly the pair a client needs to decide what to fetch next and what to draw now. A captured scene delivered this way starts before it has all arrived.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.volumetric-video,Volumetric video capture and playback,format,must,"Captured content is first-class, so a volumetric clip is an asset like any other: without the calibration and mask metadata a second implementation needs, what arrives is not the recording and no one can make it one by hand.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it carries no captured, time-varying three-dimensional scene as media, and no camera calibration or mask metadata for one.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.point-cloud,Point cloud encoding,format,must,"Captured content is first-class, so a point cloud encoded in a way the receiver cannot decode is not a point cloud, exactly as an undecodable mesh is not a mesh, and that capture shows nothing.",partial,verified,"Point clouds are a named content type with their own styling, and points can be sized and read for position, colour and normal. The encoding itself is not defined here: the dedicated point tile format is deprecated in this version in favour of point primitives in glTF, so how the points are compressed is that format's answer, not this one's.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.multiview-depth,Multi-view plus depth,format,must,"Captured content is first-class, so views that arrive without their intrinsics and extrinsics cannot be reprojected: the capture lands as loose pictures rather than as the place it recorded.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it carries no set of calibrated camera views with per-pixel depth, and no intrinsics or extrinsics to reproject them.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.novel-view,Novel view synthesis,format,none,"Making an image from a viewpoint no camera occupied is a method inside one system, and what crosses to a second system is the picture it produced.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it produces no image from a viewing position that no capture camera occupied.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.4d,Time-varying capture,protocol,must,"Captured content is first-class, so a moving capture handed over as unrelated frames is not the capture: the receiver has to guess the rate and the ordering the sender already knew, and guessing is the hand fix the use case forbids.",none,verified,"A tileset is one state of a place. Time-varying tiles are listed as future work in the in-development next version, so a capture that moves has to be handed over as separate tilesets with nothing stating the rate.",https://github.com/CesiumGS/3d-tiles/blob/main/next/2.0/README.md
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.relight,Relighting captured content,format,none,"Whether a captured scene answers the light around it is work the receiving system does, and the asset arrives either way.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it holds no captured scene that could be made to answer the light of the place it lands in.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.edit,Editing a capture after the fact,format,none,"Editing a capture happens in the tool that holds it, and what leaves is the edited asset, which the format rows already carry.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and there is no capture here to crop, delete from or recolour, and no export for such an edit to survive.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.gen-edit,Generative editing of a world,format,none,"Describing a change to a world you already made is one service's own interface, and the world that results still leaves by the ordinary export rows.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and there is no generated world here to change by describing the change or pointing at a region.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.gen-control,Control over what gets generated,protocol,should,"A generator that cannot read the specification another tool wrote still produces a world, it just will not be the world that was asked for.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and nothing here accepts a specification of a world that should be made.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.derived-asset,Deriving conventional assets from a generated scene,format,should,"Derived meshes and panoramas are how a generated world reaches a conventional engine at all, and each route loses something the receiver has to be told about.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it derives no collision mesh, drawing mesh, panorama or video from a splat or radiance-field world.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.action-io,Action and control exchange,protocol,should,"Actions that arrive without their embodiment, frame and units cannot be replayed elsewhere, so an agent acts only in the system it was written for.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it carries no agent's actions in or out as time-sampled data with an embodiment, a frame and units.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Generation & capture,capture.panorama,Panoramic scene imagery,format,should,"A panorama whose projection is not stated is still an image, but the receiver has to guess before it can use it as a backdrop or as a light.",out-of-scope,verified,"OGC 3D Tiles is a hierarchical structure and a set of tile formats for streaming large geospatial content, and it carries no full 360-degree view of a place as an image with its projection stated.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,World sensing,sense.mesh,Real-world reconstruction,protocol,should,"A reconstruction that cannot leave the device that made it keeps the room private to one session, so anything placed against it has to be fitted again elsewhere.",out-of-scope,verified,An open standard for streaming large heterogeneous 3D geospatial datasets. The geometry it delivers was prepared and tiled ahead of time; it is not a device's live reading of the room it is in.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,World sensing,sense.semantics,Semantic labelling of the real world,protocol,should,"Labels each vendor names differently still serve one application, but a second one cannot act on floor or sky without being rewritten for that vendor.",out-of-scope,verified,Its metadata describes features in prepared tiles. There is no channel for classes assigned to real surfaces during a session.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,World sensing,sense.depth,Real-world depth,protocol,should,"Depth reported in units the receiver does not share puts real surfaces at the wrong distance, so content is placed badly rather than not at all.",out-of-scope,verified,No depth image of the real world is carried; the format delivers renderable tiles.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,World sensing,sense.occlusion,Real-world occlusion,protocol,none,"Whether real surfaces hide virtual content is drawn on the device that sees them, and none of that decision crosses to a second system.",out-of-scope,verified,"The standard deliberately leaves visualisation to the client, so composing tiles against a real view is outside it.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Rendering & presentation,render.passthrough,Passthrough and environment blending,format,none,"How much of the real room a runtime lets through is its own presentation, and an arriving asset cannot tell the difference.",out-of-scope,verified,3D Tiles streams geometry to a client. Whether that client blends its drawing with a camera view of the room is the client's own presentation and is nowhere in the standard.,
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Input & devices,input.face,Face and body tracking as input,protocol,should,"A face and body stream in a shape the receiver does not read leaves the avatar still rather than absent, and its privacy terms have to be agreed with it.",out-of-scope,verified,A tiled delivery format has no input model and reads nothing about the person looking at it.,
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Scene & assets,scene.navmesh,Navigable space and arrival points,format,should,"A place that arrives without its walkable surface and arrival points still loads, but whoever opens it has to work out where a body may stand and where a portal lands.",none,verified,"Tiles carry renderable content and metadata under bounding volumes, with a subdivision scheme and geometric error to decide what to draw. Nothing in the tileset says which surface is walkable, where the bounds of a body's movement are, or where a visitor arrives — a client that wants to walk a city has to work that out from the geometry.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Logic & behaviour,logic.namespace,Permanent code identity,protocol,should,"A published unit of logic whose name resolves to something else elsewhere still runs, but nobody can be sure which code they called.",out-of-scope,verified,"A tileset publishes geometry, not units of logic; its declarative styling is expressions evaluated in place, under no published name.",
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Packaging & delivery,deliver.moderation,Content review and safety gating,protocol,should,"A receiving world that cannot tell what review arriving content has already had still shows it, and has to repeat the whole review itself.",out-of-scope,verified,The standard defines how tiles are structured and fetched. It has no publishing service where a review could stand and no field saying what review content has had.,
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Spatial & geospatial,geo.map-align,Map lifecycle and alignment,protocol,should,"Two maps of one place with no published transform between them put the same content in two positions, so a person arrives beside where they meant to be.",partial,verified,"Every tile may carry a 4x4 affine transform that puts its local coordinates into its parent's, and a root tileset is commonly placed in an Earth-centred frame, so a building inside a city inside the Earth all line up. That is alignment inside one tree; the standard declares no map of a place with a version and a lifecycle, and publishes no transform relating its tileset to a second map of the same place.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Spatial & geospatial,geo.coverage,Coverage declaration,protocol,should,"A service that never declares where it applies still answers, so a client has to call it and find out instead of testing whether it is relevant.",native,verified,"Coverage is the backbone of the format. Every tile declares a bounding volume that completely encloses its content, and the region form states those bounds in a named geographic frame — latitude, longitude and height in EPSG 4979 — so a client can test whether a tileset is relevant where it is standing before fetching anything.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Packaging & delivery,deliver.extension,Extension mechanism,format,must,A receiver must distinguish required additions from optional ones or it cannot safely interpret an arriving asset or exchange.,native,verified,"Tilesets declare extensionsUsed and extensionsRequired, distinguishing ignorable additions from the named extensions needed to load content.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Scene & assets,scene.metadata,Domain metadata carried with an asset,format,should,"An asset can load without shared descriptive properties, but receivers lose the classifications and facts that drive its use.",native,verified,"3D Tiles 1.1 defines typed metadata classes and properties at tileset, tile, content and feature granularity, with external or embedded schemas.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,"Identity, trust & rights",identity.assurance,Assurance and evidence behind a claim,protocol,should,"A credential can be presented without shared assurance detail, but the receiver has less evidence for deciding whether to trust it.",out-of-scope,verified,"The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires evidence and assurance information accompanying a claim, enabling the relying party to assess how the claim was established. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,"Identity, trust & rights",identity.schema,Claim vocabulary and schema,protocol,must,A receiving world cannot use a credential reliably unless it can interpret the claim vocabulary and check its structure.,out-of-scope,verified,"The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires declaring the vocabulary, types, and validation schemas needed to interpret and check the structure of a claim. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,"Identity, trust & rights",identity.unlinkable,Pairwise identifiers and unlinkability,protocol,should,"Travel can continue with reusable identifiers, but correlating visits across relationships creates a privacy loss.",out-of-scope,verified,"The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires pairwise identifiers and presentation mechanisms that reduce correlation across relationships, with their remaining correlation risks stated. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,"Identity, trust & rights",identity.encryption,Encryption keys and confidential delivery,protocol,should,"Travel and participation can use a shared session without encrypted subject payloads, but lack of agreement prevents confidential subject data from following safely.",out-of-scope,verified,The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires identifying recipient key material and algorithms that permit confidential communication or encrypted content for an intended subject. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,"Identity, trust & rights",identity.key-lifecycle,"Key rotation, revocation and recovery",protocol,must,"After identity keys change, a destination must find the applicable verification material to recognize the same person or agent safely.",out-of-scope,verified,"The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires rules for changing, revoking, or recovering identity-control keys and for discovering the applicable verification material. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,"Identity, trust & rights",identity.status,Credential status and revocation,protocol,must,A destination cannot rely on an issued credential for admission or authority unless the agreed mechanism lets it discover that the credential has been withdrawn.,out-of-scope,verified,"The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires a defined mechanism to discover the suspension, revocation, or other status of a credential after issuance. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,World sensing,sense.lighting,Real-world lighting estimation,protocol,none,Estimating illumination for the local view stays within the sensing and rendering system and requires no agreement between the independent worlds in the four use cases.,out-of-scope,verified,The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires runtime estimates of environmental illumination made available to content for lighting or reflections. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,World sensing,sense.marker,Marker and image tracking,protocol,should,"Shared marker references improve physical alignment across systems, while a scene or visit can still proceed with another placement method.",out-of-scope,verified,The subject reviewed here is scoped as follows: 3D Tiles 1.1 specifies spatially indexed tile content and metadata. This row requires detecting recognized physical markers or images and reporting their tracked pose relative to a runtime reference space. That function belongs to a different layer than this subject's declared function; supplying data to such a system does not perform or specify the operation.,https://docs.ogc.org/cs/22-025r4/22-025r4.html
3dtiles,OGC 3D Tiles (Community Standard),standard,ratified,Packaging & delivery,deliver.resolve,Asset reference resolution,protocol,must,An asset with external resources cannot load intact if the receiver cannot resolve its resource references in the intended context.,native,verified,"The URI contract defines referring-tileset context, relative references and embedded resources; client support for additional schemes is optional.",https://docs.ogc.org/cs/22-025r4/22-025r4.html
